 # checking YNOT formulat for circumference of an ellipse
 # elliptical radisu (eta), semi-focal, semi-major, semi-minor, circumference
  1.00000000000000E+000  0.00000000000000E+000  3.14159265358979E+000
  1.00000000000000E+000  1.00000000000000E+000  8.58155748490607E+000
  1.00000000000000E+000  2.00000000000000E+000  1.71631149698121E+001
  1.00000000000000E+000  3.00000000000000E+000  2.57446724547182E+001
  1.00000000000000E+000  4.00000000000000E+000  3.43262299396243E+001
  1.00000000000000E+000  5.00000000000000E+000  4.29077874245303E+001
  1.00000000000000E+000  6.00000000000000E+000  5.14893449094364E+001
  1.00000000000000E+000  7.00000000000000E+000  6.00709023943425E+001
  1.00000000000000E+000  8.00000000000000E+000  6.86524598792485E+001
  1.00000000000000E+000  9.00000000000000E+000  7.72340173641546E+001



  1.12500000000000E+000  0.00000000000000E+000  3.97607820219958E+000
  1.12500000000000E+000  1.00000000000000E+000  9.70553423146940E+000
  1.12500000000000E+000  2.00000000000000E+000  1.94110684629388E+001
  1.12500000000000E+000  3.00000000000000E+000  2.91166026944082E+001
  1.12500000000000E+000  4.00000000000000E+000  3.88221369258776E+001
  1.12500000000000E+000  5.00000000000000E+000  4.85276711573470E+001
  1.12500000000000E+000  6.00000000000000E+000  5.82332053888164E+001
  1.12500000000000E+000  7.00000000000000E+000  6.79387396202858E+001
  1.12500000000000E+000  8.00000000000000E+000  7.76442738517552E+001
  1.12500000000000E+000  9.00000000000000E+000  8.73498080832246E+001



